recipe_name,description,ingredients,instructions,image_url,video_url
Lemon Herb Ricotta Pasta with Crispy Garlic Breadcrumbs,"A vibrant and surprisingly simple weeknight pasta dish, elevated with creamy lemon-herb ricotta and a delightful crunch from garlicky, crispy breadcrumbs. It's quick to prepare and bursting with fresh flavors.","[""340g (12 oz) spaghetti or linguine"", ""250g (1 cup) whole milk ricotta cheese"", ""2 cloves garlic, minced"", ""1 large lemon, zested and juiced"", ""1/4 cup fresh parsley, finely chopped"", ""2 tbsp fresh basil, finely chopped"", ""1/2 cup Panko breadcrumbs"", ""3 tbsp olive oil, divided"", ""1/4 cup grated Parmesan cheese, plus more for serving"", ""1/2 tsp red pepper flakes (optional)"", ""Salt and black pepper to taste""]","[""Bring a large pot of salted water to a boil. Add the pasta and cook according to package directions until al dente. Before draining, reserve 1 cup of the pasta water."", ""While the pasta cooks, heat 1 tablespoon of olive oil in a small skillet over medium heat. Add the Panko breadcrumbs and minced garlic. Toast, stirring frequently, until golden brown and crispy (about 3-5 minutes). Remove from heat and set aside."", ""In a large bowl, combine the ricotta cheese, lemon zest, lemon juice, chopped parsley, chopped basil, 2 tablespoons of olive oil, and red pepper flakes (if using). Season generously with salt and black pepper. Stir until well combined."", ""Drain the cooked pasta and add it directly to the bowl with the ricotta mixture. Add about 1/2 cup of the reserved pasta water and the 1/4 cup of grated Parmesan cheese. Toss everything together, adding more pasta water a tablespoon at a time, until the pasta is coated in a creamy sauce."", ""Serve immediately, garnished with the crispy garlic breadcrumbs and additional grated Parmesan cheese.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Lemon+Herb+Ricotta+Pasta+with+Crispy+Garlic+Breadcrumbs,https://www.youtube.com/results?search_query=how+to+make+Lemon+Herb+Ricotta+Pasta+with+Crispy+Garlic+Breadcrumbs
Quick Garlic Lemon Zucchini Pasta,"A light and flavorful pasta dish that comes together quickly, perfect for a busy weeknight meal. It's healthy, easy to make, and packed with fresh flavors.","[""8 oz spaghetti or linguine"", ""2 medium zucchini, thinly sliced or spiralized"", ""3 cloves garlic, minced"", ""1/4 cup olive oil"", ""Juice of 1/2 lemon"", ""1/4 cup fresh parsley, chopped"", ""Salt to taste"", ""Black pepper to taste"", ""Parmesan cheese, for serving (optional)""]","[""Cook pasta according to package directions until al dente. Reserve 1/2 cup of pasta water before draining."", ""While pasta cooks, heat olive oil in a large skillet over medium heat. Add minced garlic and cook for 1 minute until fragrant, being careful not to burn it."", ""Add sliced zucchini to the skillet and saut\u00e9 for 3-5 minutes until tender-crisp."", ""Add cooked and drained pasta to the skillet with the zucchini. Pour in lemon juice and a splash of the reserved pasta water. Toss to combine."", ""Add fresh parsley, salt, and black pepper. Toss again. If the pasta seems too dry, add a little more pasta water until desired consistency is reached."", ""Serve immediately, optionally topped with grated Parmesan cheese.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Quick+Garlic+Lemon+Zucchini+Pasta,https://www.youtube.com/results?search_query=how+to+make+Quick+Garlic+Lemon+Zucchini+Pasta
Lemon Garlic Butter Pasta with Spinach,"A quick, zesty, and light pasta dish perfect for a busy weeknight. This recipe combines the brightness of lemon with the richness of butter and garlic, rounded out with fresh spinach, making it a delightful and easy meal.","[""8 oz spaghetti or linguine"", ""4 tbsp unsalted butter"", ""3 cloves garlic, minced"", ""1/2 cup pasta water (reserved)"", ""1/4 cup fresh lemon juice"", ""1/2 cup grated Parmesan cheese, plus more for serving"", ""2 cups fresh spinach"", ""Salt and black pepper to taste"", ""Red pepper flakes (optional)""]","[""Cook the pasta according to package directions in salted water. Before draining, reserve about 1 cup of pasta water."", ""While pasta cooks, in a large skillet or pot, melt the butter over medium heat. Add minced garlic and cook for 1 minute until fragrant, being careful not to burn it."", ""Add fresh spinach to the skillet and cook until wilted, about 2-3 minutes."", ""Drain the pasta and add it directly to the skillet with the spinach and garlic butter. Add 1/2 cup of the reserved pasta water and the fresh lemon juice."", ""Toss well to combine. Add the grated Parmesan cheese and continue tossing until the sauce emulsifies and coats the pasta. If the sauce is too thick, add a little more pasta water, one tablespoon at a time."", ""Season with salt and black pepper to taste. Add red pepper flakes if desired for a touch of heat."", ""Serve immediately, garnished with extra Parmesan cheese.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Lemon+Garlic+Butter+Pasta+with+Spinach,https://www.youtube.com/results?search_query=how+to+make+Lemon+Garlic+Butter+Pasta+with+Spinach
Mediterranean Baked Cod with Cherry Tomatoes and Olives,"A light and flavorful seafood dish featuring flaky cod baked with sweet cherry tomatoes, briny Kalamata olives, fresh herbs, and a hint of lemon. Perfect for a healthy weeknight dinner.","[""4 (6 oz) cod fillets, fresh or frozen and thawed"", ""1 pint cherry tomatoes, halved"", ""1/2 cup Kalamata olives, pitted and halved"", ""2 cloves garlic, minced"", ""2 tablespoons olive oil"", ""1/4 cup fresh parsley, chopped"", ""1/4 cup fresh basil, chopped"", ""1 teaspoon dried oregano"", ""1/2 lemon, thinly sliced"", ""Salt to taste"", ""Black pepper to taste""]","[""Preheat oven to 400\u00b0F (200\u00b0C)."", ""In a large baking dish or rimmed baking sheet, combine the halved cherry tomatoes, halved Kalamata olives, minced garlic, olive oil, chopped parsley, chopped basil, and dried oregano. Stir to combine."", ""Season the cod fillets generously with salt and black pepper on both sides."", ""Nestle the seasoned cod fillets among the tomato and olive mixture in the baking dish."", ""Arrange lemon slices on top of each cod fillet."", ""Bake for 12-18 minutes, or until the cod is opaque and flakes easily with a fork. Cooking time may vary depending on the thickness of the fish."", ""Serve immediately, spooning the tomato and olive mixture over the cod."", ""Garnish with extra fresh herbs if desired.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Mediterranean+Baked+Cod+with+Cherry+Tomatoes+and+Olives,https://www.youtube.com/results?search_query=how+to+make+Mediterranean+Baked+Cod+with+Cherry+Tomatoes+and+Olives
Lemon Herb Ricotta Pasta with Asparagus,"A creamy, light, and zesty pasta dish perfect for a quick and simple weeknight meal, featuring fresh ricotta, bright lemon, fragrant herbs, and tender asparagus.","[""12 oz short pasta (e.g., orecchiette, penne)"", ""1 tbsp olive oil"", ""1 bunch asparagus, trimmed and cut into 1-inch pieces"", ""1 cup fresh ricotta cheese"", ""1/2 cup grated Parmesan cheese, plus more for serving"", ""Zest of 1 lemon"", ""2 tbsp fresh lemon juice"", ""1/4 cup chopped fresh parsley"", ""2 tbsp chopped fresh chives"", ""Salt and freshly ground black pepper to taste"", ""1/4 cup reserved pasta water""]","[""Cook pasta according to package directions until al dente. Reserve 1/4 cup of the pasta water before draining."", ""While pasta cooks, heat olive oil in a large skillet or pot over medium heat. Add asparagus and saut\u00e9 for 3-5 minutes until tender-crisp. Season with a pinch of salt."", ""In a large bowl, combine ricotta cheese, Parmesan cheese, lemon zest, lemon juice, parsley, and chives. Season with salt and pepper."", ""Add the drained hot pasta and the saut\u00e9ed asparagus to the bowl with the ricotta mixture. Toss well to combine."", ""Gradually add the reserved pasta water, 1 tablespoon at a time, while tossing, until the sauce reaches a creamy consistency and coats the pasta beautifully."", ""Taste and adjust seasoning if needed. Serve immediately, garnished with extra Parmesan cheese and a sprinkle of fresh black pepper.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Lemon+Herb+Ricotta+Pasta+with+Asparagus,https://www.youtube.com/results?search_query=how+to+make+Lemon+Herb+Ricotta+Pasta+with+Asparagus
Speedy Lemon Garlic Butter Pasta with Spinach,"A light, flavorful, and incredibly quick pasta dish perfect for a busy weeknight. It combines the brightness of lemon with rich garlic butter and fresh spinach for a satisfying and simple meal.","[""8 oz pasta (linguine, spaghetti, or fettuccine)"", ""4 tbsp unsalted butter"", ""4 cloves garlic, minced"", ""1/2 cup pasta water, reserved"", ""Juice of 1 large lemon"", ""Zest of 1 lemon"", ""4 cups fresh spinach"", ""1/4 cup grated Parmesan cheese, plus more for serving"", ""Salt and freshly ground black pepper to taste"", ""Red pepper flakes (optional)""]","[""Cook pasta according to package directions in salted water until al dente. Before draining, reserve about 1 cup of pasta water."", ""While pasta cooks, melt butter in a large skillet or pot over medium heat."", ""Add minced garlic to the skillet and saut\u00e9 for 1-2 minutes until fragrant, being careful not to brown it."", ""Add the lemon juice and half of the reserved pasta water to the skillet, stirring to combine."", ""Add the fresh spinach to the skillet and cook until just wilted, about 1-2 minutes."", ""Drain the cooked pasta and add it directly to the skillet with the sauce."", ""Add the lemon zest and grated Parmesan cheese. Toss everything together, adding more pasta water a tablespoon at a time if needed, until the sauce coats the pasta nicely."", ""Season with salt, freshly ground black pepper, and optional red pepper flakes to taste. Serve immediately, topped with extra Parmesan cheese if desired.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Speedy+Lemon+Garlic+Butter+Pasta+with+Spinach,https://www.youtube.com/results?search_query=how+to+make+Speedy+Lemon+Garlic+Butter+Pasta+with+Spinach
Mediterranean Baked Cod with Cherry Tomatoes and Olives,"A light and flavorful seafood dish featuring flaky cod baked with vibrant cherry tomatoes, briny olives, and aromatic herbs, reminiscent of the sun-drenched Mediterranean coast. Perfect for a healthy weeknight dinner.","[""4 (6 oz) cod fillets"", ""1 pint cherry tomatoes, halved"", ""1/2 cup Kalamata olives, pitted and halved"", ""2 cloves garlic, minced"", ""2 tablespoons olive oil"", ""1 tablespoon fresh oregano, chopped (or 1 teaspoon dried)"", ""1 tablespoon fresh parsley, chopped"", ""1/2 teaspoon red pepper flakes (optional)"", ""Juice of 1/2 lemon"", ""Salt and freshly ground black pepper to taste""]","[""Preheat your oven to 400\u00b0F (200\u00b0C)."", ""In a large baking dish or rimmed baking sheet, combine the halved cherry tomatoes, pitted Kalamata olives, minced garlic, olive oil, fresh oregano, and red pepper flakes (if using). Toss gently to combine."", ""Season the mixture with a pinch of salt and black pepper."", ""Place the cod fillets on top of the tomato-olive mixture. Season the cod fillets with salt and pepper."", ""Bake for 12-15 minutes, or until the cod is opaque and flakes easily with a fork. Cooking time may vary depending on the thickness of the fillets."", ""Remove from the oven, squeeze fresh lemon juice over the cod and vegetables, and sprinkle with fresh parsley."", ""Serve immediately, perhaps with a side of couscous or crusty bread to soak up the delicious juices.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Mediterranean+Baked+Cod+with+Cherry+Tomatoes+and+Olives,https://www.youtube.com/results?search_query=how+to+make+Mediterranean+Baked+Cod+with+Cherry+Tomatoes+and+Olives
Mediterranean Lemon Herb Baked Cod,"A light, flavorful, and healthy seafood dish featuring flaky cod baked with bright lemon, fresh herbs, juicy cherry tomatoes, and briny olives. Perfect for a weeknight or a simple dinner party.","[""4 (6 oz) cod fillets"", ""1 tablespoon olive oil"", ""2 cloves garlic, minced"", ""1 lemon, thinly sliced"", ""1 pint cherry tomatoes, halved"", ""1/2 cup Kalamata olives, pitted and halved"", ""2 tablespoons fresh parsley, chopped"", ""1 tablespoon fresh oregano, chopped"", ""Salt to taste"", ""Black pepper to taste""]","[""Preheat oven to 400\u00b0F (200\u00b0C)."", ""Lightly grease a baking dish or line with parchment paper."", ""Pat cod fillets dry with paper towels and place them in the prepared baking dish."", ""Drizzle olive oil over the cod fillets."", ""Sprinkle minced garlic, chopped parsley, and chopped oregano evenly over the fish."", ""Arrange lemon slices, halved cherry tomatoes, and halved Kalamata olives around and on top of the cod."", ""Season generously with salt and black pepper."", ""Bake for 12-15 minutes, or until the cod is opaque and flakes easily with a fork."", ""Serve immediately, garnished with extra fresh herbs if desired.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Mediterranean+Lemon+Herb+Baked+Cod,https://www.youtube.com/results?search_query=how+to+make+Mediterranean+Lemon+Herb+Baked+Cod
Mediterranean Baked Cod,"A light and flavorful seafood dish featuring flaky cod baked with vibrant cherry tomatoes, briny Kalamata olives, fresh herbs, and a hint of lemon, inspired by the healthy Mediterranean diet.","[""4 (6 oz) cod fillets"", ""1 pint cherry tomatoes, halved"", ""1/2 cup Kalamata olives, pitted and halved"", ""1/4 cup fresh parsley, chopped"", ""2 cloves garlic, minced"", ""2 tablespoons olive oil"", ""1 lemon, thinly sliced"", ""1/2 teaspoon dried oregano"", ""Salt and black pepper to taste""]","[""Preheat oven to 400\u00b0F (200\u00b0C)."", ""In a large baking dish, combine halved cherry tomatoes, Kalamata olives, minced garlic, chopped fresh parsley, olive oil, and dried oregano. Season with salt and pepper. Toss gently to combine."", ""Place the cod fillets on top of the tomato and olive mixture. Season the cod lightly with salt and pepper."", ""Arrange lemon slices over the cod fillets."", ""Bake for 12-15 minutes, or until the cod is opaque and flakes easily with a fork. Cooking time may vary depending on the thickness of the fillets."", ""Serve immediately, spooning the tomato and olive sauce over the cod. Garnish with extra fresh parsley if desired. Excellent with a side of quinoa or a light salad.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Mediterranean+Baked+Cod,https://www.youtube.com/results?search_query=how+to+make+Mediterranean+Baked+Cod
Lemon Garlic Butter Pasta with Toasted Breadcrumbs,"A vibrant and effortlessly quick weeknight pasta dish. This recipe combines the bright acidity of lemon with savory garlic and rich butter, elevated by the satisfying crunch of toasted breadcrumbs for added texture and flavor.","[""12 oz spaghetti or linguine"", ""1/4 cup unsalted butter"", ""4 cloves garlic, minced"", ""1/2 teaspoon red pepper flakes (optional)"", ""1/4 cup fresh lemon juice"", ""1/2 cup reserved pasta water"", ""1/2 cup grated Parmesan cheese, plus more for serving"", ""1/4 cup fresh parsley, chopped"", ""1/2 cup panko breadcrumbs"", ""1 tbsp olive oil"", ""Salt and freshly ground black pepper to taste""]","[""Cook pasta according to package directions in a large pot of salted boiling water. Before draining, reserve 1/2 cup of the starchy pasta water."", ""While pasta cooks, heat olive oil in a small pan over medium heat. Add panko breadcrumbs and toast, stirring frequently, until golden brown and crispy, about 3-5 minutes. Set aside."", ""In a large skillet, melt butter over medium heat. Add minced garlic and red pepper flakes (if using) and cook until fragrant, about 1 minute, being careful not to burn the garlic."", ""Add lemon juice and 1/4 cup of the reserved pasta water to the skillet. Bring to a gentle simmer."", ""Drain the cooked pasta and add it directly to the skillet with the sauce."", ""Add grated Parmesan cheese and chopped parsley to the pasta. Toss well to combine, adding more reserved pasta water a tablespoon at a time if needed to create a smooth, emulsified sauce."", ""Season with salt and freshly ground black pepper to taste."", ""Serve immediately, topped generously with the toasted breadcrumbs and extra Parmesan cheese if desired.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Lemon+Garlic+Butter+Pasta+with+Toasted+Breadcrumbs,https://www.youtube.com/results?search_query=how+to+make+Lemon+Garlic+Butter+Pasta+with+Toasted+Breadcrumbs
Mediterranean Baked Cod with Cherry Tomatoes and Olives,"A light and flavorful seafood dish inspired by the vibrant flavors of the Mediterranean, featuring flaky cod baked with sweet cherry tomatoes, briny Kalamata olives, fresh herbs, and a hint of lemon.","[""4 cod fillets (about 6 oz each)"", ""1 pint cherry tomatoes, halved"", ""1/2 cup Kalamata olives, pitted and halved"", ""1/4 cup fresh parsley, chopped"", ""2 cloves garlic, minced"", ""2 tablespoons olive oil"", ""1 lemon, thinly sliced"", ""1 teaspoon dried oregano"", ""Salt to taste"", ""Black pepper to taste""]","[""Preheat your oven to 400\u00b0F (200\u00b0C)."", ""In a large baking dish, combine the halved cherry tomatoes, pitted and halved Kalamata olives, chopped fresh parsley, minced garlic, and olive oil."", ""Stir gently to coat the vegetables evenly."", ""Season the cod fillets generously with salt, black pepper, and dried oregano."", ""Nestle the seasoned cod fillets among the vegetable mixture in the baking dish."", ""Arrange the lemon slices on top of the cod fillets."", ""Bake for 12-15 minutes, or until the cod is opaque and flakes easily with a fork."", ""Serve immediately, spooning the tomato and olive mixture over the fish.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Mediterranean+Baked+Cod+with+Cherry+Tomatoes+and+Olives,https://www.youtube.com/results?search_query=how+to+make+Mediterranean+Baked+Cod+with+Cherry+Tomatoes+and+Olives
Mediterranean Grilled Halibut with Lemon-Herb Pistachio Crumble,"A light yet flavorful grilled halibut dish, featuring a vibrant crumble made from toasted pistachios, fresh herbs, and bright lemon zest, all inspired by the fresh flavors of the Mediterranean.","[""2 halibut fillets (6-8 oz each)"", ""2 tbsp olive oil, plus more for grilling"", ""Salt and black pepper to taste"", ""1/4 cup shelled pistachios"", ""2 tbsp fresh parsley, chopped"", ""1 tbsp fresh mint, chopped"", ""1 tsp lemon zest"", ""1 clove garlic, minced"", ""1 tbsp fresh lemon juice"", ""Pinch of red pepper flakes (optional)""]","[""Pat halibut fillets dry with paper towels. Drizzle with 2 tbsp olive oil, season generously with salt and pepper, and set aside."", ""In a small dry pan, lightly toast the pistachios over medium-low heat for 3-5 minutes until fragrant. Let cool slightly, then coarsely chop."", ""In a small bowl, combine the chopped pistachios, fresh parsley, fresh mint, lemon zest, minced garlic, lemon juice, and red pepper flakes (if using). Mix well to form the crumble."", ""Preheat grill to medium-high heat. Lightly oil the grill grates."", ""Place the halibut fillets on the hot grill. Grill for 4-6 minutes per side, or until the fish is opaque and flakes easily with a fork. Cooking time will vary depending on thickness."", ""Transfer grilled halibut to serving plates."", ""Spoon the lemon-herb pistachio crumble generously over each halibut fillet."", ""Serve immediately, perhaps with a side of roasted vegetables or a simple green salad.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Mediterranean+Grilled+Halibut+with+Lemon-Herb+Pistachio+Crumble,https://www.youtube.com/results?search_query=how+to+make+Mediterranean+Grilled+Halibut+with+Lemon-Herb+Pistachio+Crumble
Lemon Garlic Ricotta Pasta,"A quick and creamy pasta dish with bright lemon and savory garlic, perfect for a simple weeknight meal.","[""12 oz spaghetti or linguine"", ""1 tbsp olive oil"", ""4 cloves garlic minced"", ""1/2 tsp red pepper flakes optional"", ""1 cup ricotta cheese"", ""1/2 cup grated Parmesan cheese plus more for serving"", ""1/4 cup fresh lemon juice"", ""1/4 cup pasta water"", ""Salt to taste"", ""Black pepper to taste"", ""Fresh parsley chopped for garnish""]","[""Cook pasta according to package directions until al dente. Reserve 1/2 cup of pasta water before draining."", ""While pasta cooks, heat olive oil in a large skillet over medium heat. Add minced garlic and red pepper flakes if using and cook for 1-2 minutes until fragrant, being careful not to brown the garlic."", ""Remove skillet from heat. Add ricotta cheese Parmesan cheese lemon juice and 1/4 cup of the reserved pasta water to the skillet. Stir until well combined and creamy."", ""Add the drained pasta to the skillet with the ricotta mixture. Toss well to coat the pasta. If the sauce is too thick add more pasta water a tablespoon at a time until desired consistency is reached."", ""Season with salt and black pepper to taste."", ""Serve immediately garnished with fresh parsley and extra Parmesan cheese if desired.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Lemon+Garlic+Ricotta+Pasta,https://www.youtube.com/results?search_query=how+to+make+Lemon+Garlic+Ricotta+Pasta
Zesty Lemon Ricotta Pasta with Toasted Walnuts,"A light and refreshing weeknight pasta dish featuring creamy ricotta, bright lemon zest, fresh herbs, and a satisfying crunch from toasted walnuts. Quick to prepare and full of flavor.","[""300g pasta (e.g., spaghetti, linguine, or penne)"", ""250g ricotta cheese"", ""2 tablespoons olive oil"", ""2 cloves garlic, minced"", ""Zest of 1 large lemon"", ""Juice of 1/2 lemon (or more, to taste)"", ""1/4 cup fresh parsley, chopped"", ""2 tablespoons fresh basil, chopped"", ""1/2 cup walnuts, roughly chopped"", ""Salt and freshly ground black pepper to taste"", ""Optional: Parmesan cheese for serving"", ""Optional: Red pepper flakes for a kick""]","[""Cook pasta according to package directions until al dente. Reserve 1/2 cup of pasta water before draining."", ""While pasta cooks, heat a dry skillet over medium heat. Add chopped walnuts and toast for 3-5 minutes, stirring frequently, until fragrant and lightly browned. Set aside."", ""In a large bowl, combine ricotta cheese, olive oil, minced garlic, lemon zest, lemon juice, chopped parsley, and chopped basil. Season with salt and pepper."", ""Add the drained pasta to the ricotta mixture. Stir well to coat. If the sauce is too thick, add reserved pasta water a tablespoon at a time until desired consistency is reached."", ""Stir in most of the toasted walnuts, reserving a few for garnish."", ""Serve immediately, garnished with remaining toasted walnuts, a sprinkle of fresh herbs, and optional Parmesan cheese or red pepper flakes.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Zesty+Lemon+Ricotta+Pasta+with+Toasted+Walnuts,https://www.youtube.com/results?search_query=how+to+make+Zesty+Lemon+Ricotta+Pasta+with+Toasted+Walnuts
Mediterranean Baked Cod with Cherry Tomatoes and Olives,"A simple, healthy, and flavorful seafood dish inspired by the Mediterranean coast. Flaky cod is baked with juicy cherry tomatoes, briny olives, fresh herbs, and a hint of lemon.","[""2 cod fillets (about 6 oz each), fresh or thawed"", ""1 pint (about 2 cups) cherry tomatoes, halved"", ""1/2 cup Kalamata olives, pitted and halved"", ""2 cloves garlic, minced"", ""1/4 cup fresh parsley, chopped"", ""2 tablespoons olive oil"", ""1 lemon, half sliced, half for juice"", ""1/2 teaspoon dried oregano"", ""Salt to taste"", ""Black pepper to taste"", ""Fresh basil leaves for garnish (optional)""]","[""Preheat your oven to 400\u00b0F (200\u00b0C)."", ""In a baking dish, combine the halved cherry tomatoes, halved Kalamata olives, minced garlic, chopped parsley, olive oil, dried oregano, salt, and pepper. Toss gently to combine."", ""Place the cod fillets on top of the tomato and olive mixture. Season the cod lightly with salt and pepper."", ""Squeeze the juice from half of the lemon over the cod and the vegetables. Place a few lemon slices on top of each cod fillet."", ""Bake for 12-18 minutes, or until the cod is opaque and flakes easily with a fork. Cooking time will vary depending on the thickness of your fillets."", ""Garnish with fresh basil leaves, if desired, before serving."", ""Serve immediately, perhaps with a side of quinoa, couscous, or a light salad to soak up the delicious pan juices.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Mediterranean+Baked+Cod+with+Cherry+Tomatoes+and+Olives,https://www.youtube.com/results?search_query=how+to+make+Mediterranean+Baked+Cod+with+Cherry+Tomatoes+and+Olives
Lemon Garlic Butter Pasta with Spinach,"A quick and incredibly flavorful weeknight pasta dish that comes together in under 20 minutes. Bright lemon, aromatic garlic, and rich butter coat al dente pasta, with fresh spinach adding a touch of green.","[""12 oz spaghetti or linguine"", ""4 tbsp unsalted butter"", ""4 cloves garlic, minced"", ""1/2 cup pasta water"", ""Juice of 1 large lemon"", ""1/4 cup grated Parmesan cheese, plus more for serving"", ""4 cups fresh spinach"", ""Salt to taste"", ""Freshly ground black pepper to taste"", ""Red pepper flakes (optional, for a hint of heat)""]","[""Cook pasta according to package directions until al dente. Before draining, reserve about 1 cup of pasta water."", ""While pasta cooks, melt butter in a large skillet or pot over medium heat. Add minced garlic and cook for about 1 minute until fragrant, being careful not to brown it."", ""Add about 1/2 cup of the reserved pasta water to the skillet, along with the lemon juice. Bring to a gentle simmer."", ""Drain the cooked pasta and add it directly to the skillet with the sauce. Add the Parmesan cheese and spinach. Toss continuously until the spinach wilts and the sauce coats the pasta, adding a little more pasta water if needed to reach desired consistency."", ""Season with salt, black pepper, and red pepper flakes (if using) to taste. Toss one last time."", ""Serve immediately, garnished with additional Parmesan cheese if desired.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Lemon+Garlic+Butter+Pasta+with+Spinach,https://www.youtube.com/results?search_query=how+to+make+Lemon+Garlic+Butter+Pasta+with+Spinach
Mediterranean Baked Cod,"A light and flavorful seafood dish featuring flaky cod baked with vibrant cherry tomatoes, briny Kalamata olives, fresh herbs, and a hint of lemon, inspired by the sun-drenched coasts of the Mediterranean.","[""4 (6 oz) cod fillets, fresh or frozen and thawed"", ""1 pint cherry tomatoes, halved"", ""1/2 cup Kalamata olives, pitted and halved"", ""1/4 cup fresh parsley, chopped"", ""2 cloves garlic, minced"", ""2 tablespoons olive oil"", ""1 lemon, thinly sliced or juiced"", ""1/2 teaspoon dried oregano"", ""Salt to taste"", ""Black pepper to taste""]","[""Preheat oven to 400\u00b0F (200\u00b0C). Lightly grease a baking dish."", ""In the baking dish, combine halved cherry tomatoes, Kalamata olives, minced garlic, chopped parsley, olive oil, dried oregano, salt, and pepper. Toss gently to combine."", ""Nestle the cod fillets among the tomato and olive mixture. Season the cod fillets with a pinch of salt and pepper."", ""Place lemon slices over the cod fillets or drizzle with fresh lemon juice."", ""Bake for 12-15 minutes, or until the cod is opaque and flakes easily with a fork. Cooking time may vary depending on the thickness of the fillets."", ""Serve immediately, garnished with extra fresh parsley if desired. This dish pairs well with rice, quinoa, or a simple green salad.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Mediterranean+Baked+Cod,https://www.youtube.com/results?search_query=how+to+make+Mediterranean+Baked+Cod
Lemon Garlic Butter Pasta with Spinach,"A light, flavorful, and incredibly quick pasta dish perfect for a busy weeknight. The bright lemon and savory garlic butter sauce coats al dente pasta, complemented by fresh spinach, making for a satisfying meal in under 20 minutes.","[""8 oz spaghetti or linguine"", ""4 tbsp unsalted butter"", ""3-4 cloves garlic, minced"", ""1/2 cup reserved pasta water (and more if needed)"", ""Juice of 1 lemon (about 2-3 tbsp)"", ""1/4 cup grated Parmesan cheese, plus more for serving"", ""4 cups fresh spinach"", ""Salt and freshly ground black pepper to taste"", ""Red pepper flakes (optional)""]","[""Cook pasta according to package directions in salted boiling water until al dente. Before draining, reserve about 1 cup of the starchy pasta water."", ""While pasta cooks, melt butter in a large skillet or pot over medium heat. Add minced garlic and cook for 1 minute until fragrant, being careful not to brown it."", ""Stir in the lemon juice and 1/2 cup of the reserved pasta water. Bring to a gentle simmer."", ""Drain the pasta and add it directly to the skillet with the sauce. Add the Parmesan cheese and fresh spinach."", ""Toss everything together, allowing the spinach to wilt and the sauce to emulsify. If the sauce seems too thick, add a little more reserved pasta water, one tablespoon at a time, until desired consistency is reached."", ""Season generously with salt, freshly ground black pepper, and optional red pepper flakes to taste. Serve immediately, garnished with extra Parmesan cheese if desired.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Lemon+Garlic+Butter+Pasta+with+Spinach,https://www.youtube.com/results?search_query=how+to+make+Lemon+Garlic+Butter+Pasta+with+Spinach
Mediterranean Baked Cod with Cherry Tomatoes and Olives,"A light, flavorful, and healthy seafood dish inspired by the vibrant flavors of the Mediterranean, featuring tender cod baked with sweet cherry tomatoes, briny Kalamata olives, aromatic herbs, and a hint of lemon.","[""4 cod fillets (6 oz each)"", ""1 pint cherry tomatoes, halved"", ""1/2 cup Kalamata olives, pitted and halved"", ""1/4 cup fresh parsley, chopped"", ""2 cloves garlic, minced"", ""2 tbsp olive oil"", ""1 tsp dried oregano"", ""1/2 tsp dried basil"", ""Juice of 1/2 lemon"", ""Salt to taste"", ""Black pepper to taste"", ""Optional: Fresh dill or crumbled feta cheese for garnish""]","[""Preheat oven to 400\u00b0F (200\u00b0C)."", ""Lightly grease a baking dish or line with parchment paper."", ""In a medium bowl, combine halved cherry tomatoes, halved Kalamata olives, minced garlic, olive oil, dried oregano, dried basil, salt, and black pepper. Stir well to combine."", ""Place the cod fillets in the prepared baking dish. Season the cod lightly with salt and pepper."", ""Spoon the tomato and olive mixture evenly over and around the cod fillets."", ""Bake for 12-15 minutes, or until the cod is opaque and flakes easily with a fork. Cooking time may vary depending on the thickness of the fillets."", ""Remove from oven. Squeeze fresh lemon juice over the baked fish and vegetables."", ""Garnish with fresh chopped parsley (and optional dill or crumbled feta cheese) before serving. Serve immediately, perhaps with a side of quinoa or crusty bread.""]",https://placehold.co/600x400/E868A7/FFFFFF?text=Mediterranean+Baked+Cod+with+Cherry+Tomatoes+and+Olives,https://www.youtube.com/results?search_query=how+to+make+Mediterranean+Baked+Cod+with+Cherry+Tomatoes+and+Olives
